date,region,product,units_sold,price,revenue,promotion_flag,discount_pct,temperature,rainfall_mm,is_holiday
28-03-2024,North,Cola_Classic,1412,40,56480,0,0,20.9,0.78,0
28-03-2024,North,Cola_Zero,1107,45,49815,0,0,23.14,0.65,0
28-03-2024,South,Cola_Classic,1739,35.93,62488.88,1,10.17,21.47,2.25,0
28-03-2024,South,Cola_Zero,1116,41.12,45888.84,1,8.62,23.76,3.3,0
28-03-2024,East,Cola_Classic,1569,40,62760,0,0,23.48,1,0
28-03-2024,East,Cola_Zero,1336,36.83,49207.47,1,18.15,25.51,0.43,0
28-03-2024,West,Cola_Classic,1411,40,56440,0,0,21.3,0.78,0
28-03-2024,West,Cola_Zero,976,45,43920,0,0,19.7,0.34,0
29-03-2024,North,Cola_Classic,1498,40,59920,0,0,24.75,0.52,0
29-03-2024,North,Cola_Zero,1038,45,46710,0,0,21.62,0.24,0
29-03-2024,South,Cola_Classic,2098,32.11,67374.69,1,19.72,25.11,0.42,0
29-03-2024,South,Cola_Zero,1028,45,46260,0,0,28.56,0.21,0
29-03-2024,East,Cola_Classic,1939,35.2,68259.22,1,11.99,28.38,0.02,0
29-03-2024,East,Cola_Zero,903,45,40635,0,0,20.91,0.41,0
29-03-2024,West,Cola_Classic,1429,40,57160,0,0,24.84,4.48,0
29-03-2024,West,Cola_Zero,1070,45,48150,0,0,22.55,0.08,0
30-03-2024,North,Cola_Classic,1475,40,59000,0,0,26.21,3.87,0
30-03-2024,North,Cola_Zero,988,45,44460,0,0,26.65,0.72,0
30-03-2024,South,Cola_Classic,1648,40,65920,0,0,31.1,0.85,0
30-03-2024,South,Cola_Zero,1346,37.18,50038.12,1,17.39,27.72,0.24,0
30-03-2024,East,Cola_Classic,1867,37.11,69293.06,1,7.21,29.38,0.33,0
30-03-2024,East,Cola_Zero,1105,38.4,42434.19,1,14.66,20.81,2.6,0
30-03-2024,West,Cola_Classic,1590,40,63600,0,0,28.31,2.56,0
30-03-2024,West,Cola_Zero,1032,45,46440,0,0,27.6,1.77,0
31-03-2024,North,Cola_Classic,1465,40,58600,0,0,24.72,1,0
31-03-2024,North,Cola_Zero,935,45,42075,0,0,22.46,0.81,0
31-03-2024,South,Cola_Classic,1422,40,56880,0,0,23.41,1.54,0
31-03-2024,South,Cola_Zero,998,45,44910,0,0,23.94,0.69,0
31-03-2024,East,Cola_Classic,1883,34.08,64178.46,1,14.79,23.93,1.93,0
31-03-2024,East,Cola_Zero,987,45,44415,0,0,18.53,0.13,0
31-03-2024,West,Cola_Classic,1530,40,61200,0,0,23.88,0.11,0
31-03-2024,West,Cola_Zero,1005,45,45225,0,0,24.67,0.14,0
01-04-2024,North,Cola_Classic,1767,40,70680,0,0,33.61,0.59,0
01-04-2024,North,Cola_Zero,1087,45,48915,0,0,28.71,0.08,0
01-04-2024,South,Cola_Classic,1785,40,71400,0,0,31.75,0.04,0
01-04-2024,South,Cola_Zero,1320,42.3,55833.26,1,6,31.13,0.45,0
01-04-2024,East,Cola_Classic,1886,40,75440,0,0,37.71,0.87,0
01-04-2024,East,Cola_Zero,1159,45,52155,0,0,32.74,2.98,0
01-04-2024,West,Cola_Classic,1858,40,74320,0,0,40.28,0.18,0
01-04-2024,West,Cola_Zero,1202,41.19,49509.14,1,8.47,30.27,2.52,0
02-04-2024,North,Cola_Classic,1660,40,66400,0,0,30.19,2.4,0
02-04-2024,North,Cola_Zero,1437,37.68,54151.14,1,16.26,31.76,0.94,0
02-04-2024,South,Cola_Classic,2071,33.25,68870.41,1,16.86,29.67,1.06,0
02-04-2024,South,Cola_Zero,1098,45,49410,0,0,32.42,0.42,0
02-04-2024,East,Cola_Classic,1836,40,73440,0,0,31.6,0.09,0
02-04-2024,East,Cola_Zero,1057,45,47565,0,0,33.36,2.52,0
02-04-2024,West,Cola_Classic,1742,40,69680,0,0,29.16,1.39,0
02-04-2024,West,Cola_Zero,1097,45,49365,0,0,27.87,0.36,0
03-04-2024,North,Cola_Classic,1766,40,70640,0,0,34.84,0.27,0
03-04-2024,North,Cola_Zero,1192,45,53640,0,0,34.82,0.45,0
03-04-2024,South,Cola_Classic,1607,40,64280,0,0,32.99,1.55,0
03-04-2024,South,Cola_Zero,1254,42.04,52718.72,1,6.58,36,0.04,0
03-04-2024,East,Cola_Classic,1500,40,60000,0,0,26.51,1.69,0
03-04-2024,East,Cola_Zero,1060,45,47700,0,0,31.07,2.35,0
03-04-2024,West,Cola_Classic,1675,36.63,61348.3,1,8.44,27.54,4.16,0
03-04-2024,West,Cola_Zero,1528,36.47,55727.66,1,18.95,31.34,0.23,0
04-04-2024,North,Cola_Classic,1569,40,62760,0,0,32.47,2.53,0
04-04-2024,North,Cola_Zero,1404,40.81,57298.26,1,9.31,34.4,0.67,0
04-04-2024,South,Cola_Classic,1720,40,68800,0,0,33.6,1.22,0
04-04-2024,South,Cola_Zero,1222,41.11,50240.88,1,8.64,30.9,1.46,0
04-04-2024,East,Cola_Classic,2104,35.44,74557.39,1,11.41,31.5,0.35,0
04-04-2024,East,Cola_Zero,1131,45,50895,0,0,30.24,0.36,0
04-04-2024,West,Cola_Classic,1610,40,64400,0,0,29.09,0.2,0
04-04-2024,West,Cola_Zero,1396,37.77,52723.24,1,16.07,31.16,2.26,0
05-04-2024,North,Cola_Classic,1716,40,68640,0,0,32.93,0.11,0
05-04-2024,North,Cola_Zero,1092,45,49140,0,0,32,0.29,0
05-04-2024,South,Cola_Classic,1995,35.61,71040.04,1,10.98,34.88,4.12,0
05-04-2024,South,Cola_Zero,1059,45,47655,0,0,29.62,0.01,0
05-04-2024,East,Cola_Classic,1665,40,66600,0,0,31.49,0,0
05-04-2024,East,Cola_Zero,1077,45,48465,0,0,28.92,0.35,0
05-04-2024,West,Cola_Classic,1814,40,72560,0,0,30.51,1.63,0
05-04-2024,West,Cola_Zero,1285,45,57825,0,0,37.52,0.14,0
06-04-2024,North,Cola_Classic,1755,40,70200,0,0,32.94,1.26,0
06-04-2024,North,Cola_Zero,1183,45,53235,0,0,32.09,0.61,0
06-04-2024,South,Cola_Classic,1676,40,67040,0,0,35.28,0.32,0
06-04-2024,South,Cola_Zero,1449,39.44,57149.93,1,12.35,31.73,1.27,0
06-04-2024,East,Cola_Classic,1775,40,71000,0,0,31.91,0.46,0
06-04-2024,East,Cola_Zero,1148,41.99,48203.6,1,6.69,27.8,1.97,0
06-04-2024,West,Cola_Classic,1617,40,64680,0,0,28.81,0.52,0
06-04-2024,West,Cola_Zero,1236,41.63,51453.52,1,7.49,28.71,0.54,0
07-04-2024,North,Cola_Classic,1917,40,76680,0,0,37.59,1.02,0
07-04-2024,North,Cola_Zero,1112,45,50040,0,0,30.62,1.46,0
07-04-2024,South,Cola_Classic,1871,36.8,68861.37,1,7.99,31.13,0.35,0
07-04-2024,South,Cola_Zero,1218,45,54810,0,0,30.73,2.07,0
07-04-2024,East,Cola_Classic,1681,40,67240,0,0,33.04,0.62,0
07-04-2024,East,Cola_Zero,1399,40.1,56106.5,1,10.88,37.11,0.75,0
07-04-2024,West,Cola_Classic,1729,40,69160,0,0,34.03,0,0
07-04-2024,West,Cola_Zero,1053,45,47385,0,0,28.53,4.25,0
08-04-2024,North,Cola_Classic,1674,40,66960,0,0,28.6,0.34,0
08-04-2024,North,Cola_Zero,1241,45,55845,0,0,36.38,0.31,0
08-04-2024,South,Cola_Classic,1619,40,64760,0,0,34.05,0.93,0
08-04-2024,South,Cola_Zero,1094,45,49230,0,0,31.17,0.7,0
08-04-2024,East,Cola_Classic,1753,40,70120,0,0,34.13,0.11,0
08-04-2024,East,Cola_Zero,1306,42.01,54868.87,1,6.64,34.14,0.26,0
08-04-2024,West,Cola_Classic,1790,40,71600,0,0,33.3,0.72,0
08-04-2024,West,Cola_Zero,1085,45,48825,0,0,28.91,2.68,0
09-04-2024,North,Cola_Classic,1665,40,66600,0,0,29.03,2.13,0
09-04-2024,North,Cola_Zero,1152,45,51840,0,0,30.69,1.41,0
09-04-2024,South,Cola_Classic,1628,40,65120,0,0,31.65,0.2,0
09-04-2024,South,Cola_Zero,962,45,43290,0,0,30.49,0.92,0
09-04-2024,East,Cola_Classic,1651,40,66040,0,0,31.56,0.2,0
09-04-2024,East,Cola_Zero,1190,45,53550,0,0,35.08,0.95,0
09-04-2024,West,Cola_Classic,1790,40,71600,0,0,31.21,0.25,0
09-04-2024,West,Cola_Zero,1179,45,53055,0,0,37.46,1.09,0
10-04-2024,North,Cola_Classic,1901,37.08,70491.19,1,7.3,34.96,1.19,0
10-04-2024,North,Cola_Zero,1133,45,50985,0,0,33.01,1.2,0
10-04-2024,South,Cola_Classic,2209,35.31,77998.69,1,11.73,35.72,0.61,0
10-04-2024,South,Cola_Zero,1173,45,52785,0,0,33.43,0.43,0
10-04-2024,East,Cola_Classic,1622,40,64880,0,0,33.06,2.86,0
10-04-2024,East,Cola_Zero,1101,45,49545,0,0,32.85,1.32,0
10-04-2024,West,Cola_Classic,1641,40,65640,0,0,29.19,1.56,0
10-04-2024,West,Cola_Zero,1112,45,50040,0,0,33.62,0.8,0
11-04-2024,North,Cola_Classic,1771,40,70840,0,0,32.54,0.25,0
11-04-2024,North,Cola_Zero,1214,45,54630,0,0,33.18,0.28,0
11-04-2024,South,Cola_Classic,1810,40,72400,0,0,35.46,0.2,0
11-04-2024,South,Cola_Zero,1076,45,48420,0,0,34.27,1.32,0
11-04-2024,East,Cola_Classic,1658,40,66320,0,0,34.13,1.3,0
11-04-2024,East,Cola_Zero,1096,45,49320,0,0,34.27,0.32,0
11-04-2024,West,Cola_Classic,1653,40,66120,0,0,36.23,1.98,0
11-04-2024,West,Cola_Zero,1139,45,51255,0,0,33.47,0.88,0
12-04-2024,North,Cola_Classic,1923,36.91,70975.46,1,7.73,32.61,0.69,0
12-04-2024,North,Cola_Zero,1165,45,52425,0,0,34.02,1,0
12-04-2024,South,Cola_Classic,1829,40,73160,0,0,36.94,0.07,0
12-04-2024,South,Cola_Zero,1209,45,54405,0,0,38.93,0.41,0
12-04-2024,East,Cola_Classic,1676,40,67040,0,0,32.74,0.81,0
12-04-2024,East,Cola_Zero,1068,45,48060,0,0,27.49,0.51,0
12-04-2024,West,Cola_Classic,1621,40,64840,0,0,30.96,5.37,0
12-04-2024,West,Cola_Zero,1195,45,53775,0,0,31.53,0.58,0
13-04-2024,North,Cola_Classic,1819,37.44,68100.03,1,6.4,30.17,0.05,0
13-04-2024,North,Cola_Zero,1372,36.85,50564.77,1,18.1,28.29,1.77,0
13-04-2024,South,Cola_Classic,1793,40,71720,0,0,37.26,0.44,0
13-04-2024,South,Cola_Zero,1161,45,52245,0,0,32.6,0.48,0
13-04-2024,East,Cola_Classic,1624,40,64960,0,0,29.22,0.68,0
13-04-2024,East,Cola_Zero,1165,45,52425,0,0,31.74,0.42,0
13-04-2024,West,Cola_Classic,1795,40,71800,0,0,30.86,1.34,0
13-04-2024,West,Cola_Zero,1078,45,48510,0,0,28.95,0.76,0
14-04-2024,North,Cola_Classic,1737,40,69480,0,0,36.2,0.67,0
14-04-2024,North,Cola_Zero,1125,45,50625,0,0,32.46,0.28,0
14-04-2024,South,Cola_Classic,1662,40,66480,0,0,31.85,0.03,0
14-04-2024,South,Cola_Zero,1056,45,47520,0,0,26.72,0.03,0
14-04-2024,East,Cola_Classic,1723,40,68920,0,0,32.77,0.97,0
14-04-2024,East,Cola_Zero,1051,45,47295,0,0,29.96,0.8,0
14-04-2024,West,Cola_Classic,1698,40,67920,0,0,31.91,0.68,0
14-04-2024,West,Cola_Zero,1056,45,47520,0,0,30.8,3.63,0
15-04-2024,North,Cola_Classic,1894,40,75760,0,0,37.25,1.36,0
15-04-2024,North,Cola_Zero,1118,45,50310,0,0,29.71,0.33,0
15-04-2024,South,Cola_Classic,1636,40,65440,0,0,30.72,0.23,0
15-04-2024,South,Cola_Zero,1316,42.18,55511.31,1,6.26,30.29,0.21,0
15-04-2024,East,Cola_Classic,1780,40,71200,0,0,36.55,0.31,0
15-04-2024,East,Cola_Zero,1083,45,48735,0,0,27.74,0.88,0
15-04-2024,West,Cola_Classic,1627,40,65080,0,0,31.73,2.52,0
15-04-2024,West,Cola_Zero,1088,45,48960,0,0,30.59,0.95,0
16-04-2024,North,Cola_Classic,2173,35.88,77972.59,1,10.29,33.3,0.36,0
16-04-2024,North,Cola_Zero,1252,45,56340,0,0,32.55,0.74,0
16-04-2024,South,Cola_Classic,1766,40,70640,0,0,35.96,2.93,0
16-04-2024,South,Cola_Zero,1267,45,57015,0,0,35.06,2.21,0
16-04-2024,East,Cola_Classic,2373,32.21,76430.6,1,19.48,32.71,0.24,0
16-04-2024,East,Cola_Zero,1128,45,50760,0,0,34.58,0.94,0
16-04-2024,West,Cola_Classic,1645,40,65800,0,0,30.89,0.53,0
16-04-2024,West,Cola_Zero,1255,45,56475,0,0,33.21,0.04,0
17-04-2024,North,Cola_Classic,1954,37.36,73008.81,1,6.59,36.27,0.01,0
17-04-2024,North,Cola_Zero,1277,45,57465,0,0,35.75,0.18,0
17-04-2024,South,Cola_Classic,1672,40,66880,0,0,31.65,2.05,0
17-04-2024,South,Cola_Zero,1536,37.2,57136.92,1,17.34,31.76,0.37,0
17-04-2024,East,Cola_Classic,1671,40,66840,0,0,32.61,0.17,0
17-04-2024,East,Cola_Zero,1124,45,50580,0,0,28.79,1.3,0
17-04-2024,West,Cola_Classic,2243,33.22,74506.84,1,16.96,34.16,0.05,0
17-04-2024,West,Cola_Zero,1139,45,51255,0,0,30.67,1.83,0
18-04-2024,North,Cola_Classic,2263,35.39,80080.29,1,11.53,38.12,2.73,0
18-04-2024,North,Cola_Zero,1129,45,50805,0,0,27.25,0.24,0
18-04-2024,South,Cola_Classic,1804,40,72160,0,0,34.69,0.43,0
18-04-2024,South,Cola_Zero,1170,45,52650,0,0,28.75,2.34,0
18-04-2024,East,Cola_Classic,1600,40,64000,0,0,29.76,0.66,0
18-04-2024,East,Cola_Zero,1135,45,51075,0,0,33.57,1.7,0
18-04-2024,West,Cola_Classic,2097,34.75,72870.74,1,13.13,35.63,0.58,0
18-04-2024,West,Cola_Zero,1045,45,47025,0,0,32.29,0.9,0
19-04-2024,North,Cola_Classic,1619,40,64760,0,0,32.54,0.18,0
19-04-2024,North,Cola_Zero,1131,45,50895,0,0,35.43,1.51,0
19-04-2024,South,Cola_Classic,1781,40,71240,0,0,33.61,0.06,0
19-04-2024,South,Cola_Zero,890,45,40050,0,0,25.69,0.48,0
19-04-2024,East,Cola_Classic,2004,36.5,73152.6,1,8.74,32.35,1.66,0
19-04-2024,East,Cola_Zero,1159,45,52155,0,0,31.51,1.22,0
19-04-2024,West,Cola_Classic,1823,40,72920,0,0,37.35,0.23,0
19-04-2024,West,Cola_Zero,1076,45,48420,0,0,28.06,3.65,0
20-04-2024,North,Cola_Classic,1683,40,67320,0,0,33,0.37,0
20-04-2024,North,Cola_Zero,1147,45,51615,0,0,33.46,0.53,0
20-04-2024,South,Cola_Classic,1724,40,68960,0,0,31.2,0.14,0
20-04-2024,South,Cola_Zero,1476,36.15,53354.84,1,19.67,32.38,3.39,0
20-04-2024,East,Cola_Classic,1607,40,64280,0,0,29.62,0.5,0
20-04-2024,East,Cola_Zero,1135,45,51075,0,0,36.36,0.81,0
20-04-2024,West,Cola_Classic,1646,40,65840,0,0,29.21,0.01,0
20-04-2024,West,Cola_Zero,1341,38.45,51564.91,1,14.55,30.69,1.62,0
21-04-2024,North,Cola_Classic,1546,40,61840,0,0,28.82,0.25,0
21-04-2024,North,Cola_Zero,1395,38.82,54157.31,1,13.73,34.22,4.33,0
21-04-2024,South,Cola_Classic,1628,40,65120,0,0,31.53,0.04,0
21-04-2024,South,Cola_Zero,1485,36.78,54625.16,1,18.26,28.63,0.13,0
21-04-2024,East,Cola_Classic,1715,40,68600,0,0,30.61,0.03,0
21-04-2024,East,Cola_Zero,1146,45,51570,0,0,32.57,0.78,0
21-04-2024,West,Cola_Classic,1670,40,66800,0,0,34.99,2.05,0
21-04-2024,West,Cola_Zero,1102,45,49590,0,0,32.47,0.19,0
22-04-2024,North,Cola_Classic,1624,40,64960,0,0,29.4,0.51,0
22-04-2024,North,Cola_Zero,1070,45,48150,0,0,27.21,2.22,0
22-04-2024,South,Cola_Classic,1703,40,68120,0,0,32.31,0.13,0
22-04-2024,South,Cola_Zero,1152,45,51840,0,0,32.28,0.96,0
22-04-2024,East,Cola_Classic,1576,40,63040,0,0,31.2,0.42,0
22-04-2024,East,Cola_Zero,1299,41.11,53407.53,1,8.63,34.16,1.56,0
22-04-2024,West,Cola_Classic,2164,34.35,74333.44,1,14.12,34.98,0.34,0
22-04-2024,West,Cola_Zero,1212,45,54540,0,0,34.8,2.11,0
23-04-2024,North,Cola_Classic,2207,32.86,72514.99,1,17.86,32.53,1.54,0
23-04-2024,North,Cola_Zero,1347,40.22,54177.74,1,10.62,32.81,0.38,0
23-04-2024,South,Cola_Classic,1531,40,61240,0,0,27.6,1.32,0
23-04-2024,South,Cola_Zero,1030,45,46350,0,0,28.43,1.38,0
23-04-2024,East,Cola_Classic,1826,40,73040,0,0,36.31,1.07,0
23-04-2024,East,Cola_Zero,976,45,43920,0,0,26.61,0.83,0
23-04-2024,West,Cola_Classic,1685,40,67400,0,0,32.3,0.43,0
23-04-2024,West,Cola_Zero,1112,45,50040,0,0,31.58,1.36,0
24-04-2024,North,Cola_Classic,1781,40,71240,0,0,35.07,0.8,0
24-04-2024,North,Cola_Zero,1171,45,52695,0,0,32.8,1.19,0
24-04-2024,South,Cola_Classic,1719,40,68760,0,0,35.52,3.87,0
24-04-2024,South,Cola_Zero,1411,37.97,53581.49,1,15.61,32.73,1.33,0
24-04-2024,East,Cola_Classic,1949,36.61,71359.56,1,8.47,34.4,1.12,0
24-04-2024,East,Cola_Zero,1174,45,52830,0,0,29.43,0,0
24-04-2024,West,Cola_Classic,1672,40,66880,0,0,31.16,0.12,0
24-04-2024,West,Cola_Zero,1145,45,51525,0,0,36.17,1.98,0
25-04-2024,North,Cola_Classic,2357,36.12,85139.42,1,9.7,38.57,0.39,0
25-04-2024,North,Cola_Zero,1180,45,53100,0,0,31.03,3.01,0
25-04-2024,South,Cola_Classic,1931,36.85,71153.37,1,7.88,35.78,0.59,0
25-04-2024,South,Cola_Zero,1447,38,54985.51,1,15.56,34.31,0.11,0
25-04-2024,East,Cola_Classic,1746,40,69840,0,0,33.97,1.45,0
25-04-2024,East,Cola_Zero,1178,45,53010,0,0,28,0.38,0
25-04-2024,West,Cola_Classic,1989,35.2,70019.06,1,11.99,29.86,0.01,0
25-04-2024,West,Cola_Zero,1194,45,53730,0,0,32.25,2.21,0
26-04-2024,North,Cola_Classic,1738,40,69520,0,0,33.64,0.52,0
26-04-2024,North,Cola_Zero,1127,45,50715,0,0,32.23,1.74,0
26-04-2024,South,Cola_Classic,1775,40,71000,0,0,35.89,2.93,0
26-04-2024,South,Cola_Zero,1210,45,54450,0,0,31.17,0.2,0
26-04-2024,East,Cola_Classic,1561,40,62440,0,0,28.74,2.9,0
26-04-2024,East,Cola_Zero,1142,45,51390,0,0,31.14,1.44,0
26-04-2024,West,Cola_Classic,1925,36.57,70403.17,1,8.57,28.98,0.61,0
26-04-2024,West,Cola_Zero,1254,45,56430,0,0,37.18,0.81,0
27-04-2024,North,Cola_Classic,1672,40,66880,0,0,35.94,0.89,0
27-04-2024,North,Cola_Zero,1165,45,52425,0,0,31.74,0.18,0
27-04-2024,South,Cola_Classic,1683,40,67320,0,0,31.46,0.49,0
27-04-2024,South,Cola_Zero,1113,45,50085,0,0,34.24,0.75,0
27-04-2024,East,Cola_Classic,1707,40,68280,0,0,33.8,0.16,0
27-04-2024,East,Cola_Zero,1119,45,50355,0,0,34.43,0.47,0
27-04-2024,West,Cola_Classic,1754,40,70160,0,0,33.14,1.45,0
27-04-2024,West,Cola_Zero,1036,45,46620,0,0,24.13,0.08,0
28-04-2024,North,Cola_Classic,1860,36.52,67929.79,1,8.7,32.19,1.87,0
28-04-2024,North,Cola_Zero,1151,45,51795,0,0,33.65,0.61,0
28-04-2024,South,Cola_Classic,1774,40,70960,0,0,34.13,1.29,0
28-04-2024,South,Cola_Zero,1290,41.26,53231.76,1,8.3,30.62,0.69,0
28-04-2024,East,Cola_Classic,1874,36.04,67536.94,1,9.9,28.32,0.42,0
28-04-2024,East,Cola_Zero,1455,40.16,58429.42,1,10.76,32.15,1.27,0
28-04-2024,West,Cola_Classic,1749,40,69960,0,0,32.67,0.32,0
28-04-2024,West,Cola_Zero,1122,45,50490,0,0,33.22,0.89,0
29-04-2024,North,Cola_Classic,1748,40,69920,0,0,34.66,2.08,0
29-04-2024,North,Cola_Zero,1213,45,54585,0,0,36.03,1.38,0
29-04-2024,South,Cola_Classic,1699,40,67960,0,0,32.28,0.18,0
29-04-2024,South,Cola_Zero,1182,45,53190,0,0,32.79,2.22,0
29-04-2024,East,Cola_Classic,1733,40,69320,0,0,31.37,1.29,0
29-04-2024,East,Cola_Zero,1142,45,51390,0,0,29.97,0.7,0
29-04-2024,West,Cola_Classic,1562,40,62480,0,0,32.56,3.04,0
29-04-2024,West,Cola_Zero,1105,45,49725,0,0,33.69,1.05,0
30-04-2024,North,Cola_Classic,1679,40,67160,0,0,31.91,0.46,0
30-04-2024,North,Cola_Zero,1230,45,55350,0,0,31.45,0.06,0
30-04-2024,South,Cola_Classic,2140,34.73,74324.56,1,13.17,32.39,0.07,0
30-04-2024,South,Cola_Zero,1075,45,48375,0,0,27.79,0.64,0
30-04-2024,East,Cola_Classic,1602,40,64080,0,0,27.81,0.87,0
30-04-2024,East,Cola_Zero,1062,45,47790,0,0,28.9,0.04,0
30-04-2024,West,Cola_Classic,1466,40,58640,0,0,30.06,3.27,0
30-04-2024,West,Cola_Zero,1100,45,49500,0,0,34.04,2.54,0
01-05-2024,North,Cola_Classic,1916,37.41,71681.45,1,6.47,35.47,1.81,0
01-05-2024,North,Cola_Zero,953,45,42885,0,0,24.86,0.5,0
01-05-2024,South,Cola_Classic,1542,40,61680,0,0,29.69,4.22,0
01-05-2024,South,Cola_Zero,1198,45,53910,0,0,35.58,0.75,0
01-05-2024,East,Cola_Classic,1624,40,64960,0,0,28.96,0.14,0
01-05-2024,East,Cola_Zero,1158,45,52110,0,0,32.65,0.08,0
01-05-2024,West,Cola_Classic,1708,40,68320,0,0,32.01,0.21,0
01-05-2024,West,Cola_Zero,1242,42.05,52220.81,1,6.57,33.44,2.52,0
02-05-2024,North,Cola_Classic,1620,40,64800,0,0,30.59,0.17,0
02-05-2024,North,Cola_Zero,1105,45,49725,0,0,29.69,0.74,0
02-05-2024,South,Cola_Classic,1667,40,66680,0,0,33.54,0.1,0
02-05-2024,South,Cola_Zero,1166,45,52470,0,0,35.41,0.98,0
02-05-2024,East,Cola_Classic,1827,40,73080,0,0,32.92,0.94,0
02-05-2024,East,Cola_Zero,1122,45,50490,0,0,31.2,0.05,0
02-05-2024,West,Cola_Classic,1605,40,64200,0,0,30.62,0.24,0
02-05-2024,West,Cola_Zero,1081,45,48645,0,0,30.23,0.64,0
03-05-2024,North,Cola_Classic,2146,35.19,75518.1,1,12.02,36.87,0.3,0
03-05-2024,North,Cola_Zero,1086,45,48870,0,0,33.06,1.2,0
03-05-2024,South,Cola_Classic,1709,40,68360,0,0,34.45,0.3,0
03-05-2024,South,Cola_Zero,1093,45,49185,0,0,35.32,0.15,0
03-05-2024,East,Cola_Classic,1675,40,67000,0,0,30.74,0.6,0
03-05-2024,East,Cola_Zero,1078,45,48510,0,0,31.61,3.07,0
03-05-2024,West,Cola_Classic,1669,40,66760,0,0,30.64,1.67,0
03-05-2024,West,Cola_Zero,1565,37.92,59345.63,1,15.73,38.99,0.91,0
04-05-2024,North,Cola_Classic,1777,36.71,65226.3,1,8.24,30.36,2.22,0
04-05-2024,North,Cola_Zero,1496,38.9,58201.88,1,13.54,39.49,0.96,0
04-05-2024,South,Cola_Classic,1809,40,72360,0,0,30.55,0.73,0
04-05-2024,South,Cola_Zero,1218,45,54810,0,0,33.87,0.97,0
04-05-2024,East,Cola_Classic,1885,40,75400,0,0,39.03,0.5,0
04-05-2024,East,Cola_Zero,1502,39.59,59462.94,1,12.02,35.06,1.21,0
04-05-2024,West,Cola_Classic,2111,34.92,73723.97,1,12.69,31.96,3.14,0
04-05-2024,West,Cola_Zero,1321,41.59,54946.72,1,7.57,32.59,4.16,0
05-05-2024,North,Cola_Classic,1631,40,65240,0,0,31.42,0.73,0
05-05-2024,North,Cola_Zero,1465,37.83,55416.43,1,15.94,36.35,0.86,0
05-05-2024,South,Cola_Classic,1546,40,61840,0,0,29.86,0.22,0
05-05-2024,South,Cola_Zero,1005,45,45225,0,0,28.95,0.23,0
05-05-2024,East,Cola_Classic,1587,40,63480,0,0,27.61,0.94,0
05-05-2024,East,Cola_Zero,1092,45,49140,0,0,35.67,0.7,0
05-05-2024,West,Cola_Classic,1801,40,72040,0,0,34.51,1.05,0
05-05-2024,West,Cola_Zero,1183,45,53235,0,0,31.76,0.31,0
06-05-2024,North,Cola_Classic,1717,40,68680,0,0,34.54,0.44,0
06-05-2024,North,Cola_Zero,1135,45,51075,0,0,34.06,0.2,0
06-05-2024,South,Cola_Classic,2127,35.14,74743.54,1,12.15,32.08,0.47,0
06-05-2024,South,Cola_Zero,1141,45,51345,0,0,31.11,0.62,0
06-05-2024,East,Cola_Classic,1725,40,69000,0,0,33.64,0.22,0
06-05-2024,East,Cola_Zero,1432,39.85,57069.19,1,11.44,31.32,0,0
06-05-2024,West,Cola_Classic,2254,32.74,73792.52,1,18.15,30.17,0.47,0
06-05-2024,West,Cola_Zero,1086,45,48870,0,0,28.37,0.28,0
07-05-2024,North,Cola_Classic,1951,37.09,72370.24,1,7.27,31.48,1.38,0
07-05-2024,North,Cola_Zero,974,45,43830,0,0,26.06,1.4,0
07-05-2024,South,Cola_Classic,1849,40,73960,0,0,33.98,0.86,0
07-05-2024,South,Cola_Zero,1159,45,52155,0,0,33.98,0.1,0
07-05-2024,East,Cola_Classic,2427,32.13,77973.47,1,19.68,33.42,0.51,0
07-05-2024,East,Cola_Zero,1160,45,52200,0,0,29.35,0.45,0
07-05-2024,West,Cola_Classic,1633,40,65320,0,0,28.6,0.8,0
07-05-2024,West,Cola_Zero,1373,39.28,53930.55,1,12.71,30.47,0.6,0
08-05-2024,North,Cola_Classic,1590,40,63600,0,0,27.33,0.34,0
08-05-2024,North,Cola_Zero,1006,45,45270,0,0,32.21,0.88,0
08-05-2024,South,Cola_Classic,1884,40,75360,0,0,31.52,0.77,0
08-05-2024,South,Cola_Zero,1329,40.44,53744.72,1,10.13,32.61,2.9,0
08-05-2024,East,Cola_Classic,1755,40,70200,0,0,33.54,0.73,0
08-05-2024,East,Cola_Zero,1040,45,46800,0,0,34.39,0.71,0
08-05-2024,West,Cola_Classic,1563,40,62520,0,0,29.4,1.55,0
08-05-2024,West,Cola_Zero,1128,45,50760,0,0,31.71,0.08,0
09-05-2024,North,Cola_Classic,1726,40,69040,0,0,31.21,2.29,0
09-05-2024,North,Cola_Zero,1511,36.87,55709.65,1,18.07,33.35,0.1,0
09-05-2024,South,Cola_Classic,1673,40,66920,0,0,35.29,0.03,0
09-05-2024,South,Cola_Zero,1154,42.27,48781.98,1,6.06,29.88,1.47,0
09-05-2024,East,Cola_Classic,1671,40,66840,0,0,32.24,2.97,0
09-05-2024,East,Cola_Zero,1150,45,51750,0,0,37.6,1.78,0
09-05-2024,West,Cola_Classic,1662,40,66480,0,0,29.13,0.11,0
09-05-2024,West,Cola_Zero,1129,45,50805,0,0,34.72,0.71,0
10-05-2024,North,Cola_Classic,1687,40,67480,0,0,32.22,0.07,0
10-05-2024,North,Cola_Zero,1209,45,54405,0,0,35.99,0.82,0
